case_id,corpus,primary_taxonomy,witness_path_digest,stage_A_exact_lateral_present,stage_B_exact_transition_present,stage_C_exact_pair_eligible,stage_D_in_B128,stage_E_in_ordered_top12,stage_F_reconstructed_by_frozen_gqsc,stage_G_final_selected,audit_counterfactual_exact_validator_hard_valid,fixability_class,mechanism_detail
RP3_45,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_55,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_57,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_58,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_62,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_63,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_65,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_66,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_75,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_77,RULE_PROPERTY,TOP12_RANKING_DISPLACEMENT,b9e5a4367d0281fe,YES,YES,YES,YES,NO,NO,NO,1,SELECTION_ONLY,HARD_VALID_PAIR_IN_B128_BUT_OUTSIDE_TOP12
RP3_81,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_85,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_88,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_90,RULE_PROPERTY,LATERAL_OPERATOR_COVERAGE_MISS,9c6f83969ca3a510,NO,YES,NO,NO,NO,NO,NO,1,NEW_GEOMETRY_OPERATOR,LEGACY_EXACT_P3_LATERAL_ABSENT_TRANSITION_PRESENT
RP3_92,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_94,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_97,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_98,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_101,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_114,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_116,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_118,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_119,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_121,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_125,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_131,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_134,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_135,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_139,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_141,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_143,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_144,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_145,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_153,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_154,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_157,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_158,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_168,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_169,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_170,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_175,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_176,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_177,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_178,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_181,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_184,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_185,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_190,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_196,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_199,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_202,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_204,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_206,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_207,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_212,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_219,RULE_PROPERTY,TOP12_RANKING_DISPLACEMENT,f9db92ae340fb38c,YES,YES,YES,YES,NO,NO,NO,1,SELECTION_ONLY,HARD_VALID_PAIR_IN_B128_BUT_OUTSIDE_TOP12
RP3_220,RULE_PROPERTY,B128_PAIR_TRUNCATION,34c2006ac3d106d0,YES,YES,YES,NO,NO,NO,NO,1,PAIR_POLICY_OR_BUDGET,HARD_VALID_OPERATOR_PAIR_OUTSIDE_B128
RP3_221,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_223,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_225,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_234,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_239,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_241,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_243,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_245,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_249,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_252,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_256,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_263,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_266,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_269,RULE_PROPERTY,TOP12_RANKING_DISPLACEMENT,702fef9f87d6646a,YES,YES,YES,YES,NO,NO,NO,1,SELECTION_ONLY,HARD_VALID_PAIR_IN_B128_BUT_OUTSIDE_TOP12
RP3_273,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_278,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_279,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_280,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_285,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_288,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,NON_BLOCKING_RESULT_SEMANTICS_REGRESSION
RP3_291,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,EMPTY_DIRECT_TRANSITION_SET_AFTER_NO_VALID_SIDE_GEOMETRY
RP3_292,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
RP3_296,RULE_PROPERTY,LATERAL_OPERATOR_COVERAGE_MISS,b4a3199824c18601,NO,YES,NO,NO,NO,NO,NO,1,NEW_GEOMETRY_OPERATOR,LEGACY_EXACT_P3_LATERAL_ABSENT_TRANSITION_PRESENT
RP3_297,RULE_PROPERTY,OTHER,,NA,NA,NA,NA,NA,NA,NO,0,NOT_ATTRIBUTABLE_FROM_EXACT_P3_EVIDENCE,CORRIDOR_ORACLE_ONLY_NO_EXACT_P3_WITNESS
passing_mixed_f1,P3_PRODUCTION_PARITY,TOP12_RANKING_DISPLACEMENT,eec06006cc9c4f59,YES,YES,YES,YES,NO,NO,NO,1,SELECTION_ONLY,HARD_VALID_PAIR_IN_B128_BUT_OUTSIDE_TOP12
layoutB_failing_f0,P3_PRODUCTION_PARITY,TRANSITION_OPERATOR_COVERAGE_MISS,c4e9070dbdc8c3d7,YES,NO,NO,NO,NO,NO,NO,1,NEW_GEOMETRY_OPERATOR,CURRENT_LATERAL_RECOVERS_WITH_LEGACY_BISECTED_TRANSITION
layoutB_failing_f1,P3_PRODUCTION_PARITY,TRANSITION_OPERATOR_COVERAGE_MISS,0cca61680d54ae72,YES,NO,NO,NO,NO,NO,NO,1,NEW_GEOMETRY_OPERATOR,CURRENT_LATERAL_RECOVERS_WITH_LEGACY_BISECTED_TRANSITION
layoutB_failing_f2,P3_PRODUCTION_PARITY,TRANSITION_OPERATOR_COVERAGE_MISS,8402389d4577e53b,YES,NO,NO,NO,NO,NO,NO,1,NEW_GEOMETRY_OPERATOR,CURRENT_LATERAL_RECOVERS_WITH_LEGACY_BISECTED_TRANSITION
pinch_failure_f0,P3_PRODUCTION_PARITY,TRANSITION_OPERATOR_COVERAGE_MISS,15677fa7272eb26f,YES,NO,NO,NO,NO,NO,NO,1,NEW_GEOMETRY_OPERATOR,CURRENT_LATERAL_RECOVERS_WITH_LEGACY_BISECTED_TRANSITION
pinch_failure_f1,P3_PRODUCTION_PARITY,TRANSITION_OPERATOR_COVERAGE_MISS,538b39c3899e8540,YES,NO,NO,NO,NO,NO,NO,1,NEW_GEOMETRY_OPERATOR,CURRENT_LATERAL_RECOVERS_WITH_LEGACY_BISECTED_TRANSITION
raceline_tight_gap,RACELINE_SPLINE,VALIDATOR_INPUT_MISMATCH,a127582ae13d194e,NA,NA,NA,NA,NA,NA,NO,1,PARAMETER_OR_INTERFACE_RECONCILIATION,FROZEN_GEOMETRY_CONSTANTS_0.15_0.08_DIFFER_FROM_TEST_0.12_0.03_AND_YIELD_EMPTY_GEOMETRY
